,indicator,1,2,3,4,5,6,7,8,9,10
179,-1,165.411970866,165.352240977,165.571250568,165.601115512,165.6608454,165.551340605,165.481655735,166.019224731,167.104218153,167.308394821
180,0,162.276151726,163.998363507,164.117823284,164.217373098,163.361244698,163.5205244,162.684305963,164.3766528,164.257193024,164.01827347
181,1,159.349387196,159.210017456,159.210017456,159.608216712,157.388255861,154.809915679,154.302211628,155.128475084,154.401860992,153.127523824
182,0,169.662648372,168.746889633,168.119725805,168.269050526,168.189410675,168.288960489,169.075404019,169.035584093,169.22472874,169.035584093
183,-1,170.419326507,170.747840893,169.802117661,170.996715428,171.215725019,172.012123531,171.484509517,171.594014312,171.474554535,172.270953047
184,0,165.471700754,165.740485252,165.471700754,166.795713279,167.661796661,167.134182647,168.119725805,168.517925061,166.148639489,167.402967145
185,1,171.00667041,170.737885912,168.378555321,168.079905879,167.880806252,167.840986326,167.920626177,167.602066773,167.44278707,165.133231386
186,0,175.028482893,174.818532336,174.879158173,175.426682149,175.64569174,175.605871814,175.347042298,174.958798024,174.85924821,174.729833452
187,-1,175.586459601,175.526231963,174.461048954,174.993142709,174.640238619,175.028482893,174.818532336,174.879158173,175.426682149,175.64569174
188,0,173.097216503,173.86375007,173.799042691,173.158539188,174.042939735,173.963299884,174.013074791,174.461048954,174.560598768,174.998617949
189,1,171.90225078,173.065499093,172.946191574,173.244460372,173.594965573,172.728882191,172.071853419,171.086310261,172.08190795,169.682657884
190,0,172.896480108,172.797057175,172.777172588,173.224575786,172.974924802,172.667807362,173.75151733,174.25360314,173.562613757,174.278458873
191,-1,173.950363195,173.893990392,173.60238293,173.701805863,173.681921277,173.35760367,174.010016955,173.77050711,174.049786128,174.825285004
192,0,166.235243034,165.738028947,166.831681208,165.032126125,164.723915033,164.544953754,164.495341711,163.043667469,163.53083984,165.877221053
193,1,160.070921779,160.070822356,161.085035693,162.138918781,162.019611261,161.750175114,159.971498846,158.848019706,158.455299121,158.301193575
194,0,161.90567258,162.307937766,161.840649982,159.613576288,158.828135119,159.325249783,160.100748659,160.707228549,159.404788129,159.872075913
195,-1,158.987211812,156.581176838,157.068349209,159.076692451,160.597863323,162.059380434,161.950015208,162.34770694,161.959858079,162.357649233
196,0,159.563864822,161.532438891,158.987211812,156.581176838,157.068349209,159.076692451,160.597863323,162.059380434,161.950015208,162.34770694
197,0,157.43621406,157.654944512,156.730311237,157.49586782,156.441984732,157.446156353,159.563864822,161.532438891,158.987211812,156.581176838
198,-1,157.913444137,157.674829099,157.43621406,157.654944512,156.730311237,157.49586782,156.441984732,157.446156353,159.563864822,161.532438891
199,0,159.056807864,157.913444137,157.674829099,157.43621406,157.654944512,156.730311237,157.49586782,156.441984732,157.446156353,159.563864822
200,1,160.200171591,158.828135119,159.056807864,157.913444137,157.674829099,157.43621406,157.654944512,156.730311237,157.49586782,156.441984732
201,0,158.450327975,158.370789628,157.545579286,156.28290804,156.044293001,157.913444137,156.929157103,160.687343962,160.816593775,160.50828326
202,-1,159.593791124,158.450327975,158.370789628,157.545579286,156.28290804,156.044293001,157.913444137,156.929157103,160.687343962,160.816593775
203,0,161.393246785,160.428844337,160.687343962,159.593791124,158.450327975,158.370789628,157.545579286,156.28290804,156.044293001,157.913444137
204,1,161.333593025,161.393246785,160.428844337,160.687343962,159.593791124,158.450327975,158.370789628,157.545579286,156.28290804,156.044293001
205,0,170.11263799,170.152407163,168.770428397,169.347081407,169.585795869,168.820139864,169.227773888,168.92950509,168.561640238,168.3230252
206,-1,174.069670715,174.119382181,174.029901541,174.059728421,173.642152104,174.84516959,174.984361696,174.616496845,174.338112633,175.759860572
207,0,168.094352454,168.661063171,170.17229175,169.714946259,171.196347957,171.474732169,171.534385929,171.763058674,171.753116381,172.787114882
208,1,170.868252279,171.017386678,171.226174837,171.405136116,170.758887053,170.62963724,170.112538567,168.23354456,168.482101892,167.726487603
209,0,173.681921277,174.059728421,173.771401916,173.105268267,172.985960747,172.598211309,172.588368439,172.528615256,172.946191574,172.548499843
210,-1,180.641924263,181.321778278,180.82048785,180.959679956,181.078987476,181.069045182,180.88014161,181.168468115,181.834601765,182.18258203
211,0,178.434337464,178.404411161,178.235491598,179.269490099,178.782317728,178.043505915,178.295145358,178.086357199,178.523818103,178.344856824
212,1,170.013215057,169.824311485,171.454847582,171.32559777,170.152407163,170.510329721,170.400964495,170.510329721,167.010642487,166.801854328
213,0,176.803900789,178.265318478,178.523818103,178.841971488,178.961279007,179.508105138,179.547874311,179.78648935,179.597585777,179.657239537
214,-1,172.429192324,172.459019203,176.803900789,178.265318478,178.523818103,178.841971488,178.961279007,179.508105138,179.547874311,179.78648935
215,0,172.995903041,173.154979733,173.11521056,174.129324474,173.522844584,172.727461122,172.876595521,171.434962996,172.429192324,172.459019203
216,1,173.02572992,173.69186357,172.995903041,173.154979733,173.11521056,174.129324474,173.522844584,172.727461122,172.876595521,171.434962996
217,0,174.725862071,174.188978234,174.477304739,176.247032942,174.785515831,175.312457374,175.431764894,175.620668466,173.960305488,174.855111884
218,-1,178.414452877,178.54370269,178.623241036,178.613298743,179.408682205,180.054931268,180.283604013,180.025104388,180.154354201,180.721064918
219,0,171.683520328,172.916364694,173.821113383,173.274287252,173.532786878,173.764342888,174.069670715,174.139266767,173.860882556,173.701805863
220,1,161.850592276,161.810823103,162.22839942,162.22839942,162.914417656,162.377533819,161.870476862,160.080864072,160.637632496,158.997154105
221,0,159.563864822,161.433015958,162.168745661,162.476956752,162.476956752,162.814994724,162.93420282,162.914417656,161.74122705,161.59209265
222,-1,158.858061422,158.798308239,160.43878663,159.563864822,161.433015958,162.168745661,162.476956752,162.476956752,162.814994724,162.93420282
223,0,164.59466522,164.793511086,162.2582263,160.776824602,161.124804866,160.607805616,158.858061422,158.798308239,160.43878663,159.563864822
224,1,163.819166345,163.590493599,164.59466522,164.793511086,162.2582263,160.776824602,161.124804866,160.607805616,158.858061422,158.798308239
225,0,166.941046434,166.831681208,167.100123127,167.318853579,166.632835342,167.298968992,168.392621253,168.29319832,168.154006214,167.408334218
226,-1,165.519298495,165.449702442,166.235143611,166.941046434,166.831681208,167.100123127,167.318853579,166.632835342,167.298968992,168.392621253
227,0,158.231597522,158.082463123,157.833905791,158.887788879,159.305365196,158.291251282,159.438890195,159.603633995,160.080864072,159.83230674
228,1,159.076692451,157.247310488,157.575406166,157.833905791,158.58952008,158.062578537,157.823963498,156.700484358,157.177714435,155.974696948
229,0,158.857961999,159.096577038,159.961556553,160.478555803,160.428844337,160.369190577,160.389075164,160.568036443,160.150460125,159.772652981
230,-1,159.991482856,159.872075913,160.220056178,160.259825351,160.070921779,160.140517832,160.538209563,160.756940015,163.719743412,163.749570292
231,0,147.503863075,147.135998224,147.712651234,148.940524454,148.711851709,149.069774267,149.03497624,149.12445688,149.134399173,149.134399173
232,1,147.841901047,147.772304994,147.831958753,147.79218958,147.921439393,147.82201646,147.523747662,147.413288783,147.121084784,146.991834971
233,0,150.407012712,150.357301246,150.297647486,150.237993727,150.208166847,150.267820607,150.446781886,150.595916285,150.566089405,150.33741666
234,-1,150.357373434,150.317662012,150.52614698,150.903405494,150.635353392,150.595641969,150.575786258,150.675859043,150.694920526,150.982828339
235,0,147.82577025,147.865481673,147.488223159,147.269810335,147.885337384,147.587501715,147.607357426,147.597429571,147.597429571,147.607357426
236,1,148.620097979,148.709349401,150.962972627,151.449437553,151.528860398,151.105933748,151.399798275,151.513968615,151.469293264,145.850126981
237,0,148.322163031,148.312235176,148.669637978,148.620097979,148.709349401,150.962972627,151.449437553,151.528860398,151.105933748,151.399798275
238,-1,148.093822352,148.123605919,148.322163031,148.312235176,148.669637978,148.620097979,148.709349401,150.962972627,151.449437553,151.528860398
239,0,144.177283308,144.832521779,145.264383499,145.492724178,145.562219168,145.780631991,145.572147023,145.730992713,146.128106938,146.14796265
240,1,142.147036833,140.861379529,140.51886851,141.273385538,140.826632035,140.866343457,140.945766302,140.439445665,138.900628044,138.404235262
241,0,141.571221207,141.501726217,141.273385538,141.432231228,141.720139041,141.978263287,141.988191143,142.147036833,140.861379529,140.51886851
242,-1,141.869056875,141.819417597,141.025189147,141.233674115,141.372664094,140.876271313,140.876370591,141.104611992,142.891626005,143.407874497
243,0,138.950267322,138.513441674,138.553153097,138.702070931,138.811277343,139.526082948,140.509039933,140.925910591,140.965622013,140.970585941
244,1,140.439445665,140.608219211,140.439445665,140.568507788,140.528697087,140.930973797,139.704784349,138.106399594,138.225533861,137.515692184
245,0,144.849696969,145.368625983,145.559141532,145.64660594,145.949306258,145.860054836,145.91962197,145.889838403,145.869982692,145.939477681
246,-1,144.182346514,143.953906556,144.360948637,144.797774285,144.847413563,144.926836408,144.956619975,145.651569868,146.14796265,146.475581885
247,0,143.070327406,143.090183117,143.010660994,143.030615983,143.546864476,143.864555856,144.470155049,144.182346514,143.953906556,144.360948637
248,1,143.06039955,143.189461673,142.693068892,142.405161079,142.81220316,141.70028333,141.468964294,141.183042052,141.332952672,140.469229232
249,0,148.589222348,149.175958615,147.915120951,147.498250293,146.684066853,147.051397511,147.081181078,147.091108934,147.120892501,147.130820356
250,-1,153.484647956,153.54421509,153.296018699,153.176884432,153.484647956,153.832122903,154.571748147,154.894403455,154.685918487,155.966512584
251,0,150.774343371,151.240952585,150.833910504,150.943116916,151.151601884,151.330501843,151.389870419,153.008110886,153.425080822,153.385468678
252,1,147.378321797,147.587501715,147.091108934,146.912407533,145.304094921,145.19488851,145.28423921,145.383517766,144.609145028,143.566720187
253,0,148.878122946,148.768916534,148.907906513,149.314948594,149.295092883,149.523433562,149.30492146,148.888050802,148.669637978,148.194093694
254,-1,147.478295303,147.418728169,147.567646004,146.023864454,147.25918753,148.421441588,149.416212721,149.404299294,150.029754199,150.317662012
255,0,144.579361461,144.539650038,144.360948637,144.17231938,144.08296868,144.311309359,144.300388718,144.996331397,145.016187108,144.569433605
256,1,144.803163517,144.495862606,144.67925186,144.540470803,144.53055787,144.371950948,143.569003404,143.341005953,143.450048212,142.845359321
257,0,147.772086843,147.970345495,148.039636895,147.350787206,146.126540025,145.075769165,144.788294119,144.708395881,145.784543849,145.492112336
258,-1,146.988965164,147.058355693,146.275234014,146.651925455,146.414015071,147.107920356,146.850184107,148.188430014,148.049648957,148.218168811
259,0,145.858890843,145.839064978,146.215756418,146.463579734,146.255408149,146.29505988,146.414015071,145.918368439,146.38923274,146.572621993
260,1,143.836652585,144.074562969,143.906043114,142.429016151,142.746229995,140.81320813,141.794588462,142.091976441,140.842946928,140.664514141
261,0,146.899748771,146.830358242,146.612273724,146.032367165,146.706446584,147.187223817,147.00879103,147.00879103,147.018703962,147.04844276
262,-1,146.726272449,147.633305786,147.653131651,148.014160658,147.851390304,148.000084293,148.109126552,148.188430014,148.366862801,148.644424915
263,0,128.436911731,128.783864374,128.937514829,129.343945068,129.254728674,129.145686415,129.145686415,129.393509731,129.423248529,129.343945068
264,1,122.979842314,123.158275101,122.543673278,122.860887122,122.632889671,122.603150873,122.821235392,122.563499143,122.464369817,122.404892221
265,0,123.108710438,123.128536303,123.366446687,123.946353246,123.802615723,123.901745049,123.326794956,123.22766563,123.594444137,123.971135578
266,-1,126.424586406,126.42686638,126.330413546,126.4989334,126.657540323,125.993373836,125.963635038,125.963635038,126.092503162,126.875624841
267,0,125.864505712,126.052851432,126.419629939,126.201545421,126.251110084,126.300674748,126.280848882,126.449368737,126.290761815,126.399804074
268,1,123.762963992,123.574618272,123.544879474,123.534966541,122.751844863,122.424718086,122.02820078,122.424718086,122.444543951,121.98854905
269,0,124.496521007,124.315015211,124.496521007,125.140861629,125.081384033,125.091296966,124.992167639,125.884331577,126.261023017,126.27093595
270,-1,125.398597878,125.279642686,125.65137766,125.428336675,126.037982033,126.102416095,126.419629939,126.340326478,126.439455805,126.4989334
271,0,121.076559247,121.12612391,121.136135972,122.523847412,124.248697691,124.917820645,123.812528655,123.94139678,123.60435707,124.308175287
272,1,122.057939578,121.740725734,122.018287848,121.633170415,121.691161071,121.701074003,121.334295496,121.383860159,121.681248138,121.036907517
273,0,121.929071454,123.624182935,123.158275101,124.050439039,123.862093319,124.833461588,124.635302064,124.704692593,124.555998603,124.555998603
274,-1,123.525053609,123.564705339,123.26731736,123.316882023,121.929071454,123.624182935,123.158275101,124.050439039,123.862093319,124.833461588
275,0,125.358946147,125.309381484,123.663834666,123.525053609,123.564705339,123.26731736,123.316882023,121.929071454,123.624182935,123.158275101
276,1,125.74555052,125.398597878,125.358946147,125.309381484,123.663834666,123.525053609,123.564705339,123.26731736,123.316882023,121.929071454
277,0,129.145686415,129.076295886,129.086208819,128.848298436,128.471606995,128.719430311,129.006905358,128.828373441,128.729343244,127.341532675
278,-1,128.393457244,128.314287546,128.828890581,128.660654974,128.798733773,128.590562187,128.768994975,128.858211368,128.917688964,130.107240881
279,0,127.601760267,128.383561032,128.403353456,128.799201944,128.096570877,127.967920119,127.467171781,126.770478441,126.622035258,126.691308743
280,1,130.511246657,130.461765596,130.620104992,130.550831506,130.570623931,129.807625969,127.197302074,126.864492457,125.612621612,125.553244339
281,0,131.322736059,131.570141364,131.37221712,130.897198934,130.926986532,130.620104992,131.37221712,132.074848187,131.649311062,131.055538329
282,-1,133.123747719,132.975403498,133.292082289,132.723050087,131.851193791,132.257928113,132.57955501,132.916026225,132.193602733,136.419285348
283,0,130.778444387,130.778444387,130.65968984,130.827925448,130.788241637,130.768548175,131.787858033,132.351942129,132.980351604,133.193120167
284,1,132.015470914,131.926405004,132.015470914,131.847235306,131.916508791,131.579938614,132.57955501,132.431111826,132.633984177,130.429701869
285,0,132.371734553,133.826477748,133.400940623,132.975403498,132.663672813,133.153535318,133.183223955,133.440525472,133.400940623,133.490006533
286,-1,132.648828495,132.658724707,132.718101981,132.846752739,132.955611074,132.906130013,132.619139858,132.599347434,132.371734553,133.826477748
287,0,120.050950349,120.060846561,120.110327622,119.526451101,119.189979886,119.486866253,119.07122534,118.952470793,119.021744279,118.249839726
288,1,118.843612459,118.873301095,118.89309352,118.972263218,118.902989732,119.24935716,119.219668523,119.38790413,119.199777136,117.784717752
289,0,122.188532187,122.099466277,121.782787486,121.772891274,121.545278393,120.372577246,120.446798837,120.298355654,119.872818529,120.169704895
290,-1,119.615517011,119.694686709,119.595229776,119.56603595,120.169704895,121.302821194,121.050467782,122.140238671,122.406248855,122.505210977
291,0,119.07122534,118.863404883,118.744650337,118.764442761,118.784235186,118.734754124,119.447281404,119.56603595,119.615517011,119.694686709
292,1,119.427488979,119.25450319,119.219668523,119.664998072,119.07122534,118.863404883,118.744650337,118.764442761,118.784235186,118.734754124
293,0,121.762995061,121.391887104,121.198910965,121.555174605,124.058916295,123.465143562,123.207842044,123.435454925,123.425558713,122.079673852
294,-1,123.45524735,123.36618144,123.326695553,122.861474617,122.000504155,121.762995061,121.391887104,121.198910965,121.555174605,124.058916295
295,0,123.752133716,123.45524735,123.36618144,123.326695553,122.861474617,122.000504155,121.762995061,121.391887104,121.198910965,121.555174605
296,1,123.702652655,123.752133716,123.45524735,123.36618144,123.326695553,122.861474617,122.000504155,121.762995061,121.391887104,121.198910965
297,0,125.206678987,125.612621612,124.919886757,124.550758042,124.326114024,124.034175764,124.266736751,124.197463266,124.256840539,124.207359478
298,-1,123.158360983,122.940644315,123.36618144,123.425558713,123.771926141,123.831303414,123.677912125,124.21725569,125.206678987,125.612621612
299,0,121.258288239,121.822372335,122.084621958,122.703135222,122.901059466,123.158360983,122.940644315,123.36618144,123.425558713,123.771926141
300,1,120.634826869,120.77337384,119.120706401,118.556622305,118.62589579,118.833716247,119.24935716,118.902989732,118.695169276,118.348801848
301,0,118.902989732,118.873301095,120.971298084,121.12963748,121.456212483,121.189014753,121.179118541,121.109845055,120.431954519,121.099948843
302,-1,118.942574581,118.744650337,119.417592767,118.724857912,118.813923822,118.902989732,118.873301095,120.971298084,121.12963748,121.456212483
303,0,115.340353336,115.746098036,116.933643502,117.764925328,117.903472299,118.239943514,117.893477124,117.665963206,119.031640491,119.021744279
304,1,118.299320787,118.338905636,119.645205648,117.230529868,117.403713582,116.419040467,116.508106377,115.587758641,116.023191978,115.152325304
305,0,120.199393532,120.50617611,120.18949732,119.843129892,120.397317776,120.159808683,120.842647326,119.704582921,121.545278393,121.278080663
306,-1,122.376461257,123.524520835,124.326114024,125.226669336,124.860509484,125.048537516,126.260823512,126.463695862,127.007987534,127.126742081
307,0,122.401300749,121.792683698,122.307286733,120.0113655,120.585345808,120.733788991,120.555657172,123.0099178,122.821889768,122.713031434
308,1,119.041536703,119.843129892,121.248392026,121.050467782,122.561619387,123.059398861,122.401300749,121.792683698,122.307286733,120.0113655
309,0,120.337940503,119.437385192,119.041536703,119.843129892,121.248392026,121.050467782,122.561619387,123.059398861,122.401300749,121.792683698
310,-1,119.199876098,120.417110201,120.337940503,119.437385192,119.041536703,119.843129892,121.248392026,121.050467782,122.561619387,123.059398861
311,0,119.734271558,119.417592767,119.24935716,119.199876098,120.417110201,120.337940503,119.437385192,119.041536703,119.843129892,121.248392026
312,1,120.906972705,120.783270052,119.734271558,119.417592767,119.24935716,119.199876098,120.417110201,120.337940503,119.437385192,119.041536703
313,0,123.623482957,123.168257196,124.049020083,123.851095838,123.851095838,123.989642809,123.504728411,123.049502649,123.524520835,122.910955678
314,-1,120.872335962,123.108879922,124.345213714,124.553726905,123.95005796,124.237048115,124.385491298,123.999539021,124.919886757,125.028745092
315,0,120.456695049,122.356767794,120.852543538,120.872335962,123.108879922,124.345213714,124.553726905,123.95005796,124.237048115,124.385491298
316,1,124.791235998,124.741754937,124.801132211,124.692273876,122.910955678,121.179118541,122.049985216,122.33697537,122.297390521,120.456695049
317,0,134.984334577,134.944749728,135.142673973,135.202051246,135.083395661,135.004127002,135.528626249,135.771083448,135.047373449,135.159497533
318,-1,134.228940691,134.6044339,135.128148112,135.760557727,135.582692522,135.572811122,135.553048322,135.607795947,136.300530801,136.458870197
319,0,133.828743982,133.868269583,133.438329859,133.408784472,133.379140272,133.270444869,133.389021672,133.458191474,133.468072874,133.30997047
320,1,133.991787086,133.715107879,134.396924495,134.555026899,134.505718712,134.446331496,133.507697289,132.539221252,131.388038126,129.031324172
321,0,137.20324216,138.556993991,136.620239546,137.578735368,137.420632965,139.051064002,138.552053291,137.66766797,135.098503911,135.463918092
322,-1,135.958185731,135.207199314,135.987829932,137.509565567,137.20324216,138.556993991,136.620239546,137.578735368,137.420632965,139.051064002
323,0,140.08426321,140.375171633,140.029322625,136.36332314,135.691387925,135.958185731,135.207199314,135.987829932,137.509565567,137.20324216
324,1,140.23683203,141.630109462,141.699279263,140.08426321,140.375171633,140.029322625,136.36332314,135.691387925,135.958185731,135.207199314
325,0,143.319828901,142.86528449,141.669635063,141.185446451,141.649872262,141.086632449,141.630109462,140.23683203,141.630109462,141.699279263
326,-1,140.24671343,140.524084334,141.269438353,141.224972052,141.462125658,142.539198283,143.161726497,143.191370698,143.003624093,143.319828901
327,0,141.086632449,141.432481457,141.55105826,141.224972052,141.491769859,141.343548855,140.997699847,140.24671343,140.524084334,141.269438353
328,0,138.290196185,138.566875391,139.347506009,140.217069229,140.434460034,140.23683203,141.11627665,140.977937047,143.221014898,139.416675811
329,-1,137.726956372,138.290196185,138.566875391,139.347506009,140.217069229,140.434460034,140.23683203,141.11627665,140.977937047,143.221014898
330,0,134.466094297,134.555026899,134.515402484,134.915698007,135.246724915,135.671625125,135.47399712,134.871231706,134.228940691,133.843566082
331,1,127.588540924,127.480141964,127.622236499,126.709195118,127.22796863,126.956230124,126.975992924,126.225006507,125.632122493,125.414731688
332,0,129.564919784,129.303062678,129.456224381,129.337647579,129.238833576,129.37717318,129.39693598,129.643970986,128.725000765,128.843577567
333,-1,129.476975322,129.604445385,129.564919784,129.303062678,129.456224381,129.337647579,129.238833576,129.37717318,129.39693598,129.643970986
334,0,126.837653321,127.381130334,126.836072297,126.432515912,126.674610217,126.877178922,127.272434931,127.410774534,127.371248933,127.460181535
335,1,127.568876938,128.08270975,127.954251547,127.954251547,127.893283307,127.331723332,126.837653321,127.381130334,126.836072297,126.432515912
336,0,130.582704007,130.474008605,129.984879294,129.466105782,130.672427121,130.108396796,129.451184867,129.881124591,130.483890005,130.562941207
337,-1,129.485868582,130.157803798,130.414720203,130.562941207,130.464127205,130.582704007,130.474008605,129.984879294,129.466105782,130.672427121
338,0,127.722038641,126.412753111,125.177578083,125.592596892,125.741806036,125.770462096,126.481922913,126.066904103,126.027378502,126.175599506
339,1,127.025399925,126.837653321,126.629155776,126.551092714,127.855437545,128.586661161,128.477965759,127.722038641,126.412753111,125.177578083
340,0,132.134083843,132.084676842,132.153846644,132.163728044,132.223016445,132.025388441,132.124202443,132.232897845,132.705031148,132.756612057
341,-1,135.068859711,135.424590119,135.424590119,135.355420317,135.869253129,135.869253129,135.977948532,135.701269325,136.06678232,136.580911573
342,0,130.483890005,130.172625898,129.40681738,129.38705458,129.515512783,129.347528979,129.495749982,129.456224381,129.219070776,129.446342981
343,1,130.390016703,130.483890005,130.172625898,129.40681738,129.38705458,129.515512783,129.347528979,129.495749982,129.456224381,129.219070776
344,0,130.2566178,129.82183619,129.989819994,130.350293474,130.602466808,132.529339852,131.299105524,129.915709492,130.434483004,131.185469421
345,-1,128.448321558,129.080731173,129.555038384,129.149900974,130.2566178,129.82183619,129.989819994,130.350293474,130.602466808,132.529339852
346,0,122.806042028,123.270467839,123.221060838,123.665723848,124.416710265,122.381141818,123.458214443,124.555049869,125.226985084,125.246747884
